Hour Slot,count,time,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,apparent_temperature,windgusts_10m,weathercode
01/01/2024 00,462,2024-01-01T00:00,0.0,85.0,0.1,30.4,-6.9,44.3,71
01/01/2024 01,522,2024-01-01T01:00,0.1,86.0,0.1,30.1,-6.7,44.6,71
01/01/2024 02,490,2024-01-01T02:00,0.4,85.0,0.1,27.8,-6.1,43.6,71
01/01/2024 03,269,2024-01-01T03:00,0.2,85.0,0.0,25.4,-6.0,40.0,3
01/01/2024 04,150,2024-01-01T04:00,-0.3,85.0,0.0,23.1,-6.2,36.4,3
01/01/2024 05,115,2024-01-01T05:00,-1.1,86.0,0.0,23.4,-7.1,33.5,3
01/01/2024 06,126,2024-01-01T06:00,-1.5,86.0,0.0,23.4,-7.5,33.8,3
01/01/2024 07,117,2024-01-01T07:00,-1.4,81.0,0.0,20.9,-7.2,32.4,3
01/01/2024 08,161,2024-01-01T08:00,-1.9,80.0,0.0,18.3,-7.3,29.5,1
01/01/2024 09,257,2024-01-01T09:00,-1.7,78.0,0.0,16.1,-6.9,26.3,0
01/01/2024 10,324,2024-01-01T10:00,-0.9,73.0,0.0,14.5,-5.9,25.2,0
01/01/2024 11,458,2024-01-01T11:00,-0.2,67.0,0.0,13.3,-5.0,24.1,0
01/01/2024 12,503,2024-01-01T12:00,0.3,62.0,0.0,11.8,-4.3,23.4,1
01/01/2024 13,583,2024-01-01T13:00,1.0,60.0,0.0,14.5,-4.0,24.8,2
01/01/2024 14,587,2024-01-01T14:00,1.0,59.0,0.0,14.8,-4.1,25.2,0
01/01/2024 15,531,2024-01-01T15:00,0.7,58.0,0.0,14.4,-4.3,24.5,0
01/01/2024 16,570,2024-01-01T16:00,-0.3,66.0,0.0,13.3,-5.1,22.3,0
01/01/2024 17,580,2024-01-01T17:00,-1.7,72.0,0.0,12.4,-6.4,18.4,0
01/01/2024 18,543,2024-01-01T18:00,-2.6,75.0,0.0,11.4,-7.2,16.6,0
01/01/2024 19,586,2024-01-01T19:00,-2.1,72.0,0.0,12.9,-7.0,18.0,3
01/01/2024 20,621,2024-01-01T20:00,-2.2,73.0,0.0,16.1,-7.5,22.7,3
01/01/2024 21,408,2024-01-01T21:00,-2.7,75.0,0.0,17.4,-8.2,24.5,3
01/01/2024 22,322,2024-01-01T22:00,-3.0,76.0,0.0,18.1,-8.6,25.2,1
01/01/2024 23,226,2024-01-01T23:00,-3.5,77.0,0.0,17.9,-9.1,25.6,1
01/02/2024 00,215,2024-01-02T00:00,-4.0,79.0,0.0,18.9,-9.8,26.3,0
01/02/2024 01,110,2024-01-02T01:00,-4.5,81.0,0.0,17.6,-10.1,27.0,0
01/02/2024 02,47,2024-01-02T02:00,-4.8,82.0,0.0,16.9,-10.3,24.8,0
01/02/2024 03,36,2024-01-02T03:00,-5.0,83.0,0.0,16.3,-10.4,24.1,0
01/02/2024 04,53,2024-01-02T04:00,-5.0,84.0,0.0,16.9,-10.5,23.8,0
01/02/2024 05,136,2024-01-02T05:00,-4.9,85.0,0.0,17.6,-10.5,24.8,0
01/02/2024 06,294,2024-01-02T06:00,-4.9,86.0,0.0,17.4,-10.4,24.8,0
01/02/2024 07,466,2024-01-02T07:00,-4.9,88.0,0.0,18.1,-10.5,24.8,0
01/02/2024 08,661,2024-01-02T08:00,-4.3,85.0,0.0,21.3,-10.4,29.5,0
01/02/2024 09,729,2024-01-02T09:00,-2.9,78.0,0.0,22.4,-9.1,33.1,3
01/02/2024 10,790,2024-01-02T10:00,-1.3,73.0,0.0,24.9,-7.8,37.8,0
01/02/2024 11,769,2024-01-02T11:00,0.4,69.0,0.0,27.0,-6.3,41.0,3
01/02/2024 12,837,2024-01-02T12:00,1.4,67.0,0.0,27.1,-5.3,42.1,3
01/02/2024 13,929,2024-01-02T13:00,1.9,65.0,0.0,26.8,-4.7,41.4,3
01/02/2024 14,871,2024-01-02T14:00,2.1,66.0,0.0,23.9,-4.0,40.3,3
01/02/2024 15,874,2024-01-02T15:00,2.1,69.0,0.0,21.4,-3.6,35.6,3
01/02/2024 16,908,2024-01-02T16:00,1.7,73.0,0.0,19.6,-3.7,31.0,3
01/02/2024 17,942,2024-01-02T17:00,1.0,75.0,0.0,18.5,-4.3,28.1,3
01/02/2024 18,769,2024-01-02T18:00,0.4,78.0,0.0,19.2,-4.9,27.4,2
01/02/2024 19,707,2024-01-02T19:00,-1.0,80.0,0.0,14.4,-5.8,24.5,0
01/02/2024 20,587,2024-01-02T20:00,-2.0,84.0,0.0,13.0,-6.6,19.8,0
01/02/2024 21,479,2024-01-02T21:00,-2.4,86.0,0.0,11.9,-6.9,17.6,2
01/02/2024 22,350,2024-01-02T22:00,-2.1,87.0,0.0,11.3,-6.4,16.6,3
01/02/2024 23,248,2024-01-02T23:00,-1.8,87.0,0.0,10.4,-6.0,15.1,3
01/03/2024 00,231,2024-01-03T00:00,-1.4,84.0,0.0,10.8,-5.7,15.5,3
01/03/2024 01,130,2024-01-03T01:00,-1.4,84.0,0.0,11.5,-5.7,16.6,3
01/03/2024 02,59,2024-01-03T02:00,-1.4,85.0,0.0,11.7,-5.8,16.6,3
01/03/2024 03,49,2024-01-03T03:00,-1.3,85.0,0.0,12.2,-5.7,17.3,3
01/03/2024 04,47,2024-01-03T04:00,-1.3,85.0,0.0,11.9,-5.6,17.3,3
01/03/2024 05,115,2024-01-03T05:00,-1.3,86.0,0.0,11.2,-5.5,16.9,3
01/03/2024 06,249,2024-01-03T06:00,-1.2,87.0,0.0,10.1,-5.3,15.8,3
01/03/2024 07,510,2024-01-03T07:00,-1.4,88.0,0.0,10.1,-5.4,14.4,3
01/03/2024 08,809,2024-01-03T08:00,-1.1,85.0,0.0,10.5,-5.3,14.8,3
01/03/2024 09,870,2024-01-03T09:00,-0.4,80.0,0.0,11.8,-4.8,18.0,3
01/03/2024 10,845,2024-01-03T10:00,0.1,79.0,0.0,12.0,-4.2,19.1,3
01/03/2024 11,873,2024-01-03T11:00,1.1,70.0,0.0,13.6,-3.5,21.2,3
01/03/2024 12,859,2024-01-03T12:00,1.5,68.0,0.0,17.2,-3.6,27.0,3
01/03/2024 13,930,2024-01-03T13:00,1.5,68.0,0.0,16.1,-3.5,27.0,3
01/03/2024 14,939,2024-01-03T14:00,1.7,66.0,0.0,15.8,-3.3,25.2,3
01/03/2024 15,947,2024-01-03T15:00,1.7,66.0,0.0,16.0,-3.4,24.8,3
01/03/2024 16,1021,2024-01-03T16:00,1.3,73.0,0.0,12.5,-3.1,23.4,3
01/03/2024 17,981,2024-01-03T17:00,0.9,76.0,0.0,11.5,-3.3,17.6,3
01/03/2024 18,822,2024-01-03T18:00,0.7,77.0,0.0,12.2,-3.7,16.9,3
01/03/2024 19,698,2024-01-03T19:00,0.0,77.0,0.0,13.4,-4.6,18.7,3
01/03/2024 20,589,2024-01-03T20:00,-0.3,79.0,0.0,13.2,-4.9,18.7,1
01/03/2024 21,376,2024-01-03T21:00,-0.5,80.0,0.0,14.8,-5.3,20.5,2
01/03/2024 22,250,2024-01-03T22:00,-1.3,85.0,0.0,14.5,-6.1,20.9,1
01/03/2024 23,250,2024-01-03T23:00,-1.5,86.0,0.0,14.9,-6.3,20.9,0
01/04/2024 00,242,2024-01-04T00:00,-1.8,88.0,0.0,16.2,-6.8,22.0,0
01/04/2024 01,112,2024-01-04T01:00,-1.6,82.0,0.0,18.7,-7.1,25.6,0
01/04/2024 02,45,2024-01-04T02:00,-1.1,73.0,0.0,19.7,-6.8,27.4,0
01/04/2024 03,34,2024-01-04T03:00,-1.6,75.0,0.0,19.8,-7.4,28.4,0
01/04/2024 04,47,2024-01-04T04:00,-2.8,81.0,0.0,18.9,-8.4,27.7,0
01/04/2024 05,125,2024-01-04T05:00,-3.0,84.0,0.0,18.0,-8.4,27.0,0
01/04/2024 06,252,2024-01-04T06:00,-2.6,83.0,0.0,16.1,-7.7,25.2,0
01/04/2024 07,513,2024-01-04T07:00,-2.2,74.0,0.0,14.7,-7.2,22.3,2
01/04/2024 08,768,2024-01-04T08:00,-2.4,76.0,0.0,13.5,-7.3,20.9,1
01/04/2024 09,851,2024-01-04T09:00,-1.7,73.0,0.0,13.2,-6.6,20.9,0
01/04/2024 10,790,2024-01-04T10:00,-0.8,66.0,0.0,12.9,-5.6,21.6,0
01/04/2024 11,829,2024-01-04T11:00,-0.3,60.0,0.0,11.2,-4.9,22.0,0
01/04/2024 12,927,2024-01-04T12:00,0.1,58.0,0.0,6.1,-3.8,20.2,2
01/04/2024 13,1007,2024-01-04T13:00,0.3,58.0,0.0,2.2,-3.1,15.1,2
01/04/2024 14,994,2024-01-04T14:00,0.5,56.0,0.0,0.5,-2.6,10.4,2
01/04/2024 15,1024,2024-01-04T15:00,0.6,54.0,0.0,3.7,-3.0,9.4,2
01/04/2024 16,986,2024-01-04T16:00,0.0,69.0,0.0,6.0,-3.7,9.7,0
01/04/2024 17,1074,2024-01-04T17:00,-2.0,75.0,0.0,6.4,-5.8,7.9,1
01/04/2024 18,844,2024-01-04T18:00,-2.8,79.0,0.0,8.8,-7.0,10.8,0
01/04/2024 19,758,2024-01-04T19:00,-3.6,82.0,0.0,8.8,-7.8,13.7,2
01/04/2024 20,644,2024-01-04T20:00,-4.3,85.0,0.0,7.1,-8.3,11.2,3
01/04/2024 21,376,2024-01-04T21:00,-4.9,87.0,0.0,6.7,-8.8,9.0,1
01/04/2024 22,328,2024-01-04T22:00,-5.0,88.0,0.0,5.9,-8.8,8.3,3
01/04/2024 23,255,2024-01-04T23:00,-4.7,87.0,0.0,5.0,-8.4,7.6,0
01/05/2024 00,187,2024-01-05T00:00,-4.8,88.0,0.0,4.9,-8.5,6.5,0
01/05/2024 01,90,2024-01-05T01:00,-5.7,89.0,0.0,6.1,-9.7,7.9,0
01/05/2024 02,59,2024-01-05T02:00,-5.8,88.0,0.0,9.0,-10.1,11.2,3
01/05/2024 03,51,2024-01-05T03:00,-5.8,86.0,0.0,9.4,-10.2,11.9,3
01/05/2024 04,63,2024-01-05T04:00,-5.4,85.0,0.0,9.7,-9.8,12.6,3
01/05/2024 05,101,2024-01-05T05:00,-5.4,86.0,0.0,10.4,-10.0,13.3,3
01/05/2024 06,212,2024-01-05T06:00,-5.2,86.0,0.0,10.0,-9.7,13.7,3
01/05/2024 07,403,2024-01-05T07:00,-4.3,85.0,0.0,10.9,-8.9,17.3,3
01/05/2024 08,626,2024-01-05T08:00,-3.8,85.0,0.0,10.7,-8.3,14.4,2
01/05/2024 09,739,2024-01-05T09:00,-2.4,75.0,0.0,12.1,-7.1,19.4,3
01/05/2024 10,743,2024-01-05T10:00,-0.7,71.0,0.0,11.0,-5.1,19.4,3
01/05/2024 11,805,2024-01-05T11:00,0.6,68.0,0.0,10.8,-3.8,19.8,3
01/05/2024 12,828,2024-01-05T12:00,1.0,65.0,0.0,11.5,-3.4,19.8,2
01/05/2024 13,908,2024-01-05T13:00,1.5,65.0,0.0,10.0,-2.7,20.9,2
01/05/2024 14,916,2024-01-05T14:00,1.7,63.0,0.0,15.1,-3.2,23.4,3
01/05/2024 15,967,2024-01-05T15:00,1.6,64.0,0.0,10.7,-2.7,25.9,3
01/05/2024 16,951,2024-01-05T16:00,0.7,73.0,0.0,8.9,-3.3,16.9,3
01/05/2024 17,978,2024-01-05T17:00,-0.7,78.0,0.0,9.7,-4.8,12.6,3
01/05/2024 18,816,2024-01-05T18:00,-0.5,76.0,0.0,11.3,-4.8,14.8,3
01/05/2024 19,782,2024-01-05T19:00,-0.1,74.0,0.0,15.5,-5.1,21.6,3
01/05/2024 20,623,2024-01-05T20:00,-0.1,73.0,0.0,16.9,-5.3,24.5,3
01/05/2024 21,434,2024-01-05T21:00,-0.3,74.0,0.0,15.6,-5.3,23.8,3
01/05/2024 22,388,2024-01-05T22:00,-0.5,76.0,0.0,17.5,-5.7,24.8,3
01/05/2024 23,283,2024-01-05T23:00,-0.8,79.0,0.2,14.8,-5.6,24.8,71
01/06/2024 00,227,2024-01-06T00:00,-1.0,83.0,0.5,16.4,-6.1,23.4,73
01/06/2024 01,169,2024-01-06T01:00,-1.1,86.0,0.5,16.3,-6.0,23.8,73
01/06/2024 02,89,2024-01-06T02:00,-0.9,85.0,0.4,15.4,-5.7,23.4,73
01/06/2024 03,71,2024-01-06T03:00,-1.0,85.0,0.5,14.6,-5.7,21.6,73
01/06/2024 04,70,2024-01-06T04:00,-1.2,87.0,0.6,14.9,-6.0,21.2,73
01/06/2024 05,68,2024-01-06T05:00,-1.3,88.0,0.4,14.6,-6.0,21.6,73
01/06/2024 06,123,2024-01-06T06:00,-1.3,90.0,0.4,13.2,-5.7,20.9,73
01/06/2024 07,172,2024-01-06T07:00,-1.0,91.0,0.2,11.7,-5.2,16.9,71
01/06/2024 08,230,2024-01-06T08:00,-0.9,90.0,0.1,10.4,-4.9,16.6,71
01/06/2024 09,414,2024-01-06T09:00,-0.7,88.0,0.1,11.2,-4.9,16.2,71
01/06/2024 10,531,2024-01-06T10:00,-0.4,88.0,0.1,12.5,-4.7,19.4,71
01/06/2024 11,545,2024-01-06T11:00,-0.4,89.0,0.1,10.4,-4.4,19.4,71
01/06/2024 12,586,2024-01-06T12:00,-0.3,88.0,0.2,9.1,-4.1,16.6,71
01/06/2024 13,589,2024-01-06T13:00,-0.1,88.0,0.1,8.5,-3.7,15.5,71
01/06/2024 14,637,2024-01-06T14:00,0.2,88.0,0.1,7.2,-3.2,14.4,51
01/06/2024 15,654,2024-01-06T15:00,0.3,88.0,0.0,4.5,-2.7,12.2,3
01/06/2024 16,647,2024-01-06T16:00,0.3,88.0,0.0,4.2,-2.6,8.6,3
01/06/2024 17,647,2024-01-06T17:00,-0.2,93.0,0.0,5.4,-3.3,7.6,3
01/06/2024 18,586,2024-01-06T18:00,-0.1,94.0,0.1,5.0,-3.1,7.2,71
01/06/2024 19,610,2024-01-06T19:00,-0.3,95.0,0.2,4.8,-3.3,8.6,71
01/06/2024 20,504,2024-01-06T20:00,-0.3,96.0,0.1,4.7,-3.3,6.5,71
01/06/2024 21,408,2024-01-06T21:00,-0.4,96.0,0.1,5.4,-3.5,7.2,71
01/06/2024 22,397,2024-01-06T22:00,-0.5,97.0,0.2,6.6,-3.7,9.4,71
01/06/2024 23,316,2024-01-06T23:00,-0.6,97.0,0.2,7.2,-3.9,10.1,71
01/07/2024 00,269,2024-01-07T00:00,-0.6,96.0,0.2,9.0,-4.3,12.6,71
01/07/2024 01,235,2024-01-07T01:00,-0.7,95.0,0.2,11.0,-4.6,15.5,71
01/07/2024 02,148,2024-01-07T02:00,-0.8,95.0,0.3,12.4,-5.0,17.3,73
01/07/2024 03,80,2024-01-07T03:00,-0.8,93.0,0.2,13.7,-5.2,18.7,71
01/07/2024 04,75,2024-01-07T04:00,-1.0,92.0,0.0,15.9,-5.8,22.3,3
01/07/2024 05,77,2024-01-07T05:00,-1.0,90.0,0.0,16.5,-5.9,23.4,3
01/07/2024 06,147,2024-01-07T06:00,-1.4,89.0,0.0,16.8,-6.4,23.8,3
01/07/2024 07,200,2024-01-07T07:00,-1.2,89.0,0.1,17.1,-6.2,24.1,71
01/07/2024 08,250,2024-01-07T08:00,-1.3,89.0,0.0,16.7,-6.3,24.1,3
01/07/2024 09,400,2024-01-07T09:00,-0.9,84.0,0.0,20.2,-6.5,28.4,3
01/07/2024 10,449,2024-01-07T10:00,-0.3,80.0,0.0,17.0,-5.4,29.5,3
01/07/2024 11,504,2024-01-07T11:00,0.3,76.0,0.0,18.4,-5.0,26.3,3
01/07/2024 12,552,2024-01-07T12:00,0.8,72.0,0.0,20.5,-4.8,29.5,3
01/07/2024 13,603,2024-01-07T13:00,1.0,71.0,0.0,19.4,-4.5,29.5,3
01/07/2024 14,615,2024-01-07T14:00,1.1,68.0,0.0,21.3,-4.7,31.0,3
01/07/2024 15,599,2024-01-07T15:00,1.0,72.0,0.0,13.7,-3.6,30.6,3
01/07/2024 16,548,2024-01-07T16:00,0.7,74.0,0.0,15.6,-4.2,21.6,3
01/07/2024 17,531,2024-01-07T17:00,0.5,77.0,0.0,15.7,-4.3,22.0,3
01/07/2024 18,548,2024-01-07T18:00,0.5,79.0,0.0,12.5,-3.8,22.3,3
01/07/2024 19,513,2024-01-07T19:00,-0.9,85.0,0.0,6.9,-4.5,14.4,2
01/07/2024 20,493,2024-01-07T20:00,-2.2,88.0,0.0,11.6,-6.5,14.8,2
01/07/2024 21,458,2024-01-07T21:00,-2.9,89.0,0.0,11.8,-7.4,16.9,3
01/07/2024 22,260,2024-01-07T22:00,-3.1,90.0,0.0,11.2,-7.5,15.8,3
01/07/2024 23,232,2024-01-07T23:00,-3.2,89.0,0.0,12.5,-7.8,17.6,3
01/08/2024 00,239,2024-01-08T00:00,-3.2,88.0,0.0,10.8,-7.6,17.6,3
01/08/2024 01,111,2024-01-08T01:00,-2.9,88.0,0.0,8.8,-7.0,14.8,3
01/08/2024 02,53,2024-01-08T02:00,-2.6,86.0,0.0,8.1,-6.5,12.2,3
01/08/2024 03,48,2024-01-08T03:00,-2.1,85.0,0.0,6.9,-5.8,10.8,3
01/08/2024 04,63,2024-01-08T04:00,-2.4,89.0,0.0,3.7,-5.6,9.4,3
01/08/2024 05,161,2024-01-08T05:00,-2.0,88.0,0.0,6.5,-5.6,8.6,3
01/08/2024 06,302,2024-01-08T06:00,-1.7,89.0,0.0,5.9,-5.2,8.6,3
01/08/2024 07,577,2024-01-08T07:00,-1.0,90.0,0.0,8.7,-4.7,10.8,3
01/08/2024 08,822,2024-01-08T08:00,-0.6,91.0,0.0,13.7,-5.0,19.1,3
01/08/2024 09,932,2024-01-08T09:00,-0.2,86.0,0.0,14.5,-4.8,22.3,3
01/08/2024 10,877,2024-01-08T10:00,0.6,79.0,0.0,18.4,-4.6,28.1,3
01/08/2024 11,889,2024-01-08T11:00,1.4,74.0,0.0,19.4,-3.9,31.0,3
01/08/2024 12,867,2024-01-08T12:00,2.1,71.0,0.0,22.4,-3.7,34.9,3
01/08/2024 13,971,2024-01-08T13:00,2.4,70.0,0.0,22.8,-3.4,34.6,3
01/08/2024 14,903,2024-01-08T14:00,2.6,68.0,0.0,21.7,-3.1,34.9,3
01/08/2024 15,889,2024-01-08T15:00,2.4,73.0,0.0,14.8,-2.2,32.4,3
01/08/2024 16,973,2024-01-08T16:00,1.7,77.0,0.0,19.2,-3.5,26.3,3
01/08/2024 17,968,2024-01-08T17:00,1.5,78.0,0.0,20.7,-3.9,29.2,3
01/08/2024 18,823,2024-01-08T18:00,1.7,78.0,0.0,22.6,-4.0,31.7,3
01/08/2024 19,692,2024-01-08T19:00,1.1,80.0,0.0,26.0,-5.1,37.1,3
01/08/2024 20,603,2024-01-08T20:00,1.0,81.0,0.0,26.2,-5.2,38.2,3
01/08/2024 21,370,2024-01-08T21:00,0.8,84.0,0.1,25.3,-5.3,37.8,51
01/08/2024 22,306,2024-01-08T22:00,0.8,84.0,0.1,22.5,-4.9,36.4,71
01/08/2024 23,217,2024-01-08T23:00,0.7,86.0,0.3,22.7,-5.0,32.0,73
01/09/2024 00,178,2024-01-09T00:00,0.4,90.0,0.9,22.6,-5.2,34.2,73
01/09/2024 01,72,2024-01-09T01:00,0.4,91.0,0.6,22.5,-5.2,32.4,73
01/09/2024 02,60,2024-01-09T02:00,0.5,93.0,1.0,24.1,-5.3,34.6,73
01/09/2024 03,55,2024-01-09T03:00,0.5,94.0,1.1,28.2,-5.9,40.0,73
01/09/2024 04,60,2024-01-09T04:00,0.4,95.0,1.7,30.7,-6.2,43.9,75
01/09/2024 05,138,2024-01-09T05:00,0.4,95.0,0.9,33.4,-6.6,48.6,73
01/09/2024 06,268,2024-01-09T06:00,0.9,93.0,0.2,28.0,-5.3,48.2,71
01/09/2024 07,662,2024-01-09T07:00,0.9,98.0,1.2,25.1,-4.8,38.5,73
01/09/2024 08,968,2024-01-09T08:00,0.6,99.0,1.3,29.2,-5.7,41.8,73
01/09/2024 09,993,2024-01-09T09:00,0.9,97.0,0.7,29.9,-5.6,45.4,73
01/09/2024 10,908,2024-01-09T10:00,0.8,99.0,1.1,27.4,-5.3,43.2,73
01/09/2024 11,894,2024-01-09T11:00,0.7,99.0,2.0,27.4,-5.3,39.6,75
01/09/2024 12,904,2024-01-09T12:00,1.6,95.0,1.1,25.9,-4.2,41.4,71
01/09/2024 13,984,2024-01-09T13:00,2.0,96.0,2.1,19.8,-2.8,37.4,73
01/09/2024 14,938,2024-01-09T14:00,1.2,100.0,3.1,17.9,-3.4,28.1,75
01/09/2024 15,980,2024-01-09T15:00,1.2,99.0,2.0,18.5,-3.5,27.0,73
01/09/2024 16,1020,2024-01-09T16:00,0.9,99.0,1.8,23.2,-4.5,33.1,73
01/09/2024 17,1045,2024-01-09T17:00,0.7,99.0,1.7,23.5,-4.7,34.9,73
01/09/2024 18,834,2024-01-09T18:00,0.8,99.0,0.6,23.3,-4.7,33.8,71
01/09/2024 19,636,2024-01-09T19:00,0.7,99.0,0.6,14.8,-3.5,20.2,73
01/09/2024 20,563,2024-01-09T20:00,0.9,98.0,0.7,23.7,-4.6,33.1,71
01/09/2024 21,513,2024-01-09T21:00,0.8,97.0,0.5,26.1,-5.1,38.2,71
01/09/2024 22,460,2024-01-09T22:00,0.6,96.0,0.7,26.7,-5.4,38.9,73
01/09/2024 23,242,2024-01-09T23:00,0.4,92.0,0.8,32.1,-6.6,46.1,73
01/10/2024 00,177,2024-01-10T00:00,0.0,85.0,0.1,33.6,-7.3,49.0,71
01/10/2024 01,98,2024-01-10T01:00,-0.3,85.0,0.1,32.4,-7.6,49.0,71
01/10/2024 02,52,2024-01-10T02:00,-0.3,84.0,0.0,30.3,-7.3,47.2,3
01/10/2024 03,58,2024-01-10T03:00,-0.3,83.0,0.0,28.6,-7.0,44.3,0
01/10/2024 04,78,2024-01-10T04:00,-1.0,83.0,0.0,26.0,-7.5,41.4,1
01/10/2024 05,144,2024-01-10T05:00,-1.4,84.0,0.0,24.7,-7.7,37.4,1
01/10/2024 06,260,2024-01-10T06:00,-2.1,84.0,0.0,24.1,-8.3,36.0,1
01/10/2024 07,664,2024-01-10T07:00,-0.5,81.0,0.0,22.0,-6.4,34.6,3
01/10/2024 08,1085,2024-01-10T08:00,-0.6,83.0,0.0,22.3,-6.5,32.4,3
01/10/2024 09,1067,2024-01-10T09:00,-0.4,83.0,0.0,23.7,-6.4,39.6,3
01/10/2024 10,896,2024-01-10T10:00,-0.2,82.0,0.0,23.4,-6.1,35.3,3
01/10/2024 11,895,2024-01-10T11:00,0.4,79.0,0.0,25.1,-5.8,37.8,3
01/10/2024 12,947,2024-01-10T12:00,0.4,76.0,0.0,26.0,-6.0,39.6,3
01/10/2024 13,1084,2024-01-10T13:00,-0.1,76.0,0.0,25.0,-6.5,39.6,3
01/10/2024 14,1032,2024-01-10T14:00,-0.5,77.0,0.0,24.3,-6.7,37.8,3
01/10/2024 15,1035,2024-01-10T15:00,-1.0,76.0,0.0,20.8,-6.8,37.1,3
01/10/2024 16,1119,2024-01-10T16:00,-1.5,78.0,0.0,21.5,-7.5,31.7,3
01/10/2024 17,1156,2024-01-10T17:00,-1.8,80.0,0.0,15.6,-6.8,31.0,3
01/10/2024 18,962,2024-01-10T18:00,-1.7,82.0,0.0,11.6,-6.1,22.3,1
01/10/2024 19,909,2024-01-10T19:00,-1.6,82.0,0.0,14.4,-6.4,21.2,3
01/10/2024 20,699,2024-01-10T20:00,-2.0,82.0,0.0,18.4,-7.4,26.6,3
01/10/2024 21,499,2024-01-10T21:00,-1.9,81.0,0.0,18.9,-7.5,27.4,3
01/10/2024 22,326,2024-01-10T22:00,-1.6,82.0,0.2,16.6,-6.8,27.0,71
01/10/2024 23,246,2024-01-10T23:00,-1.4,82.0,0.2,17.3,-6.7,25.2,71
01/11/2024 00,152,2024-01-11T00:00,-1.3,81.0,0.2,18.3,-6.7,26.3,71
01/11/2024 01,71,2024-01-11T01:00,-1.3,81.0,0.2,18.2,-6.7,27.0,71
01/11/2024 02,54,2024-01-11T02:00,-1.1,82.0,0.1,16.1,-6.1,25.9,71
01/11/2024 03,41,2024-01-11T03:00,-0.8,82.0,0.0,14.8,-5.6,22.7,2
01/11/2024 04,72,2024-01-11T04:00,-1.6,84.0,0.1,14.3,-6.4,20.9,71
01/11/2024 05,141,2024-01-11T05:00,-1.6,85.0,0.1,16.5,-6.7,20.9,71
01/11/2024 06,287,2024-01-11T06:00,-2.0,87.0,0.0,19.7,-7.5,28.8,1
01/11/2024 07,662,2024-01-11T07:00,-1.0,85.0,0.0,23.6,-7.1,34.2,3
01/11/2024 08,1069,2024-01-11T08:00,-0.8,85.0,0.0,24.5,-7.0,35.3,2
01/11/2024 09,1124,2024-01-11T09:00,-0.4,83.0,0.0,25.8,-6.8,37.8,3
01/11/2024 10,973,2024-01-11T10:00,-0.1,78.0,0.0,24.1,-6.3,38.5,3
01/11/2024 11,1031,2024-01-11T11:00,0.0,76.0,0.0,22.4,-5.9,36.7,3
01/11/2024 12,980,2024-01-11T12:00,0.1,74.0,0.0,19.6,-5.4,34.6,3
01/11/2024 13,1006,2024-01-11T13:00,0.4,73.0,0.0,14.4,-4.4,31.0,2
01/11/2024 14,1063,2024-01-11T14:00,0.6,70.0,0.0,15.0,-4.3,26.6,2
01/11/2024 15,1144,2024-01-11T15:00,0.4,70.0,0.0,13.6,-4.3,24.8,2
01/11/2024 16,1242,2024-01-11T16:00,-0.5,74.0,0.0,12.6,-5.1,22.0,2
01/11/2024 17,1328,2024-01-11T17:00,-2.3,83.0,0.0,10.7,-6.7,18.0,3
01/11/2024 18,1131,2024-01-11T18:00,-3.6,88.0,0.0,9.3,-7.8,14.4,3
01/11/2024 19,1054,2024-01-11T19:00,-3.8,92.0,0.0,9.7,-8.0,13.3,3
01/11/2024 20,864,2024-01-11T20:00,-4.0,92.0,0.0,3.8,-7.4,13.3,3
01/11/2024 21,524,2024-01-11T21:00,-3.9,91.0,0.0,5.6,-7.6,6.1,3
01/11/2024 22,426,2024-01-11T22:00,-2.2,86.0,0.0,11.6,-6.6,15.8,3
01/11/2024 23,309,2024-01-11T23:00,-1.5,86.0,0.0,15.0,-6.4,20.5,3
01/12/2024 00,196,2024-01-12T00:00,-1.5,86.0,0.0,15.8,-6.4,22.0,3
01/12/2024 01,91,2024-01-12T01:00,-1.1,85.0,0.0,20.3,-6.6,28.8,3
01/12/2024 02,60,2024-01-12T02:00,-0.7,86.0,0.0,23.1,-6.6,33.1,3
01/12/2024 03,66,2024-01-12T03:00,-0.4,86.0,0.0,24.7,-6.5,34.9,3
01/12/2024 04,66,2024-01-12T04:00,-0.2,86.0,0.1,28.4,-6.8,41.0,71
01/12/2024 05,139,2024-01-12T05:00,0.0,86.0,0.9,29.7,-6.8,43.6,73
01/12/2024 06,267,2024-01-12T06:00,0.0,90.0,2.1,31.4,-6.9,45.0,75
01/12/2024 07,378,2024-01-12T07:00,0.4,93.0,3.6,34.8,-6.9,49.3,75
01/12/2024 08,466,2024-01-12T08:00,0.5,91.0,2.5,45.1,-8.4,65.5,75
01/12/2024 09,571,2024-01-12T09:00,0.4,92.0,1.3,41.8,-7.9,67.7,75
01/12/2024 10,578,2024-01-12T10:00,0.6,92.0,0.6,39.2,-7.3,60.5,73
01/12/2024 11,636,2024-01-12T11:00,1.0,92.0,0.6,35.9,-6.4,56.9,73
01/12/2024 12,657,2024-01-12T12:00,1.0,95.0,1.2,33.3,-5.9,51.8,73
01/12/2024 13,778,2024-01-12T13:00,1.6,94.0,1.2,31.5,-5.1,48.2,73
01/12/2024 14,802,2024-01-12T14:00,2.7,91.0,1.3,28.2,-3.3,45.4,61
01/12/2024 15,858,2024-01-12T15:00,2.7,94.0,1.5,37.3,-4.6,53.6,61
